lon,lat,ts_seconds,concentration,source,license,notes
28.5389,43.9068,40049133,0.0285,synthetic-blacksea-mix,CC0-1.0,Constanta
39.2269,41.5239,132786543,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.6075,44.5065,86169610,0.2601,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.4932,44.9414,99480823,0.0454,synthetic-blacksea-mix,CC0-1.0,Anapa
28.0223,43.8858,719182,0.0451,synthetic-blacksea-mix,CC0-1.0,offshore
39.5288,43.9628,96808315,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
40.1075,43.9294,94190814,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.0105,44.9708,7186808,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
39.6397,43.6059,57180273,0.4708,synthetic-blacksea-mix,CC0-1.0,Sochi
37.5695,44.8262,111704465,0.2812,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
32.8793,44.9159,154414214,0.0244,synthetic-blacksea-mix,CC0-1.0,offshore
37.4635,44.9643,90448776,0.2924,synthetic-blacksea-mix,CC0-1.0,Anapa
27.2879,42.4837,119060494,0.1398,synthetic-blacksea-mix,CC0-1.0,Burgas
39.5578,40.9098,135030907,0.0985,synthetic-blacksea-mix,CC0-1.0,Trabzon
38.9275,41.2006,76475482,0.0085,synthetic-blacksea-mix,CC0-1.0,offshore
28.5480,44.2031,97744666,0.0901,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7827,43.4356,35332462,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
32.7730,44.7862,58799968,0.0167,synthetic-blacksea-mix,CC0-1.0,offshore
40.1737,43.7063,116522570,0.1767,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5704,43.8977,70210618,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2164,44.4425,54121690,0.1366,synthetic-blacksea-mix,CC0-1.0,Anapa
39.7195,43.5893,93013242,0.1857,synthetic-blacksea-mix,CC0-1.0,Sochi
28.7924,44.2152,83817758,0.2602,synthetic-blacksea-mix,CC0-1.0,Constanta
39.9027,40.7223,65199845,0.0452,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.8142,44.9442,154044958,0.0611,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.6973,44.4842,102679547,0.0964,synthetic-blacksea-mix,CC0-1.0,Constanta
29.1116,44.3649,80300093,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.8188,44.7089,52551260,0.7204,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.9022,40.9887,15734876,0.1993,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.3647,44.2823,137107535,0.1783,synthetic-blacksea-mix,CC0-1.0,Constanta
28.9345,44.5636,150239256,0.0691,synthetic-blacksea-mix,CC0-1.0,Constanta
37.6520,44.8252,75598555,0.2458,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7111,40.9661,79178097,0.5489,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.8228,43.6761,17033185,0.5132,synthetic-blacksea-mix,CC0-1.0,Sochi
39.4051,43.5870,29654492,0.0817,synthetic-blacksea-mix,CC0-1.0,Sochi
27.4495,42.6308,151113597,0.1889,synthetic-blacksea-mix,CC0-1.0,Burgas
37.3824,45.0623,98920762,0.0556,synthetic-blacksea-mix,CC0-1.0,Anapa
39.9187,40.5234,27462061,0.0205,synthetic-blacksea-mix,CC0-1.0,offshore
28.4413,44.1623,112879686,0.2600,synthetic-blacksea-mix,CC0-1.0,Constanta
39.3917,41.3264,154652959,0.0295,synthetic-blacksea-mix,CC0-1.0,Trabzon
40.1336,43.2251,66102296,0.0588,synthetic-blacksea-mix,CC0-1.0,offshore
36.9077,44.6867,142821168,0.0307,synthetic-blacksea-mix,CC0-1.0,Anapa
40.2463,43.3169,15854151,0.1122,synthetic-blacksea-mix,CC0-1.0,offshore
27.6606,42.3858,148711731,0.1702,synthetic-blacksea-mix,CC0-1.0,Burgas
28.8632,44.1452,34466527,0.0974,synthetic-blacksea-mix,CC0-1.0,Constanta
39.3010,43.4491,2602866,0.0259,synthetic-blacksea-mix,CC0-1.0,Sochi
28.4371,44.4738,94147022,0.0256,synthetic-blacksea-mix,CC0-1.0,Constanta
37.2424,45.1390,141659836,0.2687,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8138,40.6548,152675214,0.1096,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.8196,40.5717,108918948,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.7824,44.1065,124062588,0.0192,synthetic-blacksea-mix,CC0-1.0,Constanta
38.1464,44.8381,107676964,0.1187,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7096,40.8293,122422349,0.2619,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.1729,44.9604,116886989,0.5458,synthetic-blacksea-mix,CC0-1.0,Anapa
39.1251,41.0363,22118677,0.0086,synthetic-blacksea-mix,CC0-1.0,offshore
39.7173,40.7164,80786945,0.2107,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.1013,44.7022,6772329,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
27.7799,42.5219,87635367,0.0268,synthetic-blacksea-mix,CC0-1.0,Burgas
37.6639,44.8304,72615606,0.1340,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7792,41.0645,122488114,0.3508,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.5846,44.8554,65303217,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.4369,44.5592,129454979,0.0194,synthetic-blacksea-mix,CC0-1.0,Anapa
38.0443,44.4805,109969797,0.1631,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8269,43.3378,129881698,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
38.1502,44.6952,124332765,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
32.9432,44.3193,2835747,0.0347,synthetic-blacksea-mix,CC0-1.0,offshore
39.4698,41.1674,101308660,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.7187,41.0757,78332847,0.3702,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.6870,40.7336,10774858,0.1147,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.4465,44.4110,86099928,0.1070,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
29.2156,44.2759,6154921,0.0198,synthetic-blacksea-mix,CC0-1.0,offshore
37.2644,44.6191,39682756,0.0446,synthetic-blacksea-mix,CC0-1.0,Anapa
27.9416,44.0022,6073134,0.1028,synthetic-blacksea-mix,CC0-1.0,offshore
27.2303,42.4708,54426418,0.1101,synthetic-blacksea-mix,CC0-1.0,Burgas
37.6978,45.2174,150190150,0.0089,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8235,40.7715,86583423,0.2673,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.2478,42.2351,5662414,0.0980,synthetic-blacksea-mix,CC0-1.0,Burgas
39.4448,43.5482,89354185,0.1849,synthetic-blacksea-mix,CC0-1.0,Sochi
37.9928,44.7826,124055683,0.1241,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6808,43.3815,25115330,0.3458,synthetic-blacksea-mix,CC0-1.0,Sochi
37.5199,44.7871,83601965,0.2920,synthetic-blacksea-mix,CC0-1.0,Anapa
36.9736,44.9389,151481613,0.1225,synthetic-blacksea-mix,CC0-1.0,Anapa
37.7819,44.7649,135984367,0.1731,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.5286,44.8354,96833221,0.0927,synthetic-blacksea-mix,CC0-1.0,Anapa
27.4143,42.7254,99303222,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
34.6696,44.4119,138814549,0.0893,synthetic-blacksea-mix,CC0-1.0,offshore
39.1469,43.7899,130988783,0.0238,synthetic-blacksea-mix,CC0-1.0,offshore
37.5436,44.7426,126036121,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.5377,44.4311,152100363,0.0072,synthetic-blacksea-mix,CC0-1.0,Constanta
33.9004,44.0508,117213431,0.0051,synthetic-blacksea-mix,CC0-1.0,offshore
37.1634,44.8246,72375968,0.1052,synthetic-blacksea-mix,CC0-1.0,Anapa
37.5802,44.7013,75528179,0.0636,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
40.1416,41.0140,146610880,0.1284,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.4054,43.7605,118405328,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
39.9529,43.6164,78671136,0.3692,synthetic-blacksea-mix,CC0-1.0,Sochi
40.0869,43.5079,13549361,0.1007,synthetic-blacksea-mix,CC0-1.0,Sochi
39.6019,43.3440,102019009,0.0496,synthetic-blacksea-mix,CC0-1.0,Sochi
39.6819,43.3926,21856529,0.3871,synthetic-blacksea-mix,CC0-1.0,Sochi
37.7482,44.7128,86967499,0.7140,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3968,45.1299,76593149,0.1915,synthetic-blacksea-mix,CC0-1.0,Anapa
28.2459,42.7769,44380309,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.7070,42.3339,124755767,0.0208,synthetic-blacksea-mix,CC0-1.0,Burgas
28.6851,44.3218,23190842,0.2780,synthetic-blacksea-mix,CC0-1.0,Constanta
27.5447,42.4517,98973488,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
37.2870,44.7739,128338904,0.0382,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8030,40.8699,131245072,0.0000,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.7491,44.2222,144143407,0.5320,synthetic-blacksea-mix,CC0-1.0,Constanta
39.8692,43.5671,61647319,0.0886,synthetic-blacksea-mix,CC0-1.0,Sochi
39.5198,41.0779,112638651,0.2080,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.7550,43.6849,79284162,0.6540,synthetic-blacksea-mix,CC0-1.0,Sochi
39.8225,41.1171,93141427,0.2405,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.7264,44.9506,121006372,0.0151,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6695,43.3122,123484366,0.0948,synthetic-blacksea-mix,CC0-1.0,Sochi
28.9365,43.6740,60487541,0.0487,synthetic-blacksea-mix,CC0-1.0,offshore
37.4856,45.1871,131069328,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
40.5716,41.5447,124219850,0.0397,synthetic-blacksea-mix,CC0-1.0,offshore
37.4175,44.6454,100811118,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
27.0980,42.4748,152800489,0.0345,synthetic-blacksea-mix,CC0-1.0,Burgas
37.7358,44.5995,79666850,0.4730,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.5984,40.8550,43051138,0.0593,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.7077,45.1185,29441080,0.1101,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6917,43.4769,37914960,0.0519,synthetic-blacksea-mix,CC0-1.0,Sochi
37.2206,44.9582,72892633,0.2012,synthetic-blacksea-mix,CC0-1.0,Anapa
37.9002,44.7524,44409049,0.3383,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.9279,40.8905,109066735,0.1556,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.5043,42.7331,43410688,0.1527,synthetic-blacksea-mix,CC0-1.0,Burgas
39.2648,41.0863,111296758,0.1310,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.8012,43.5705,156418211,0.2188,synthetic-blacksea-mix,CC0-1.0,Sochi
39.9203,43.1078,29743645,0.0856,synthetic-blacksea-mix,CC0-1.0,offshore
37.6359,44.8385,23135340,0.2735,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.4861,43.9986,140705383,0.2611,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7294,40.8559,17564316,0.3296,synthetic-blacksea-mix,CC0-1.0,Trabzon
28.9810,44.4490,130125984,0.0033,synthetic-blacksea-mix,CC0-1.0,Constanta
37.8242,44.3684,59302141,0.1003,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
34.6230,44.3057,107891168,0.1449,synthetic-blacksea-mix,CC0-1.0,offshore
37.4542,44.5983,11935837,0.0690,synthetic-blacksea-mix,CC0-1.0,Anapa
37.2080,44.9736,145385834,0.6271,synthetic-blacksea-mix,CC0-1.0,Anapa
28.8293,44.3060,92585565,0.0371,synthetic-blacksea-mix,CC0-1.0,Constanta
28.3932,44.1768,70063490,0.1141,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7905,41.2701,97819967,0.0472,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.2460,45.1002,111163639,0.3497,synthetic-blacksea-mix,CC0-1.0,Anapa
27.0359,42.3042,78672153,0.0542,synthetic-blacksea-mix,CC0-1.0,Burgas
28.9615,43.7954,154131230,0.1314,synthetic-blacksea-mix,CC0-1.0,Constanta
36.8877,44.8022,140745454,0.0158,synthetic-blacksea-mix,CC0-1.0,Anapa
39.7503,43.6547,70803942,0.0407,synthetic-blacksea-mix,CC0-1.0,Sochi
38.1492,45.0186,67004757,0.0000,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.4757,42.6388,107683430,0.3363,synthetic-blacksea-mix,CC0-1.0,Burgas
27.2739,42.9373,21780480,0.0255,synthetic-blacksea-mix,CC0-1.0,Burgas
37.0501,44.7956,121555860,0.2284,synthetic-blacksea-mix,CC0-1.0,Anapa
37.1905,44.7686,135338108,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
32.9172,44.0975,61826110,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.7527,44.4661,71811256,0.1283,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3957,44.5633,157341267,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
40.1046,44.0477,88912871,0.0819,synthetic-blacksea-mix,CC0-1.0,offshore
28.7986,44.1370,53095892,0.2493,synthetic-blacksea-mix,CC0-1.0,Constanta
37.6331,45.4308,63147521,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
39.9010,43.9260,89803116,0.0606,synthetic-blacksea-mix,CC0-1.0,Sochi
28.3512,44.1359,141046897,0.2321,synthetic-blacksea-mix,CC0-1.0,Constanta
37.0733,45.0803,61605693,0.0634,synthetic-blacksea-mix,CC0-1.0,Anapa
37.4945,44.7619,5516294,0.0275,synthetic-blacksea-mix,CC0-1.0,Anapa
39.4867,43.5904,6430152,0.0499,synthetic-blacksea-mix,CC0-1.0,Sochi
28.4010,43.7743,85137385,0.1380,synthetic-blacksea-mix,CC0-1.0,Constanta
37.6380,44.7634,137545252,0.2503,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.7934,44.4715,14805277,0.0748,synthetic-blacksea-mix,CC0-1.0,offshore
37.4403,45.0100,87249928,0.4271,synthetic-blacksea-mix,CC0-1.0,Anapa
37.3952,44.6967,79376208,0.0745,synthetic-blacksea-mix,CC0-1.0,Anapa
38.0540,45.0149,50963569,0.1653,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.5429,41.5410,129151703,0.0041,synthetic-blacksea-mix,CC0-1.0,offshore
37.3525,44.6826,19734421,0.0961,synthetic-blacksea-mix,CC0-1.0,Anapa
40.0169,43.7584,103844923,0.0874,synthetic-blacksea-mix,CC0-1.0,Sochi
37.8444,44.7702,90236535,0.3163,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.6560,40.6421,47895328,0.1583,synthetic-blacksea-mix,CC0-1.0,Trabzon
36.9715,45.0684,73585666,0.0437,synthetic-blacksea-mix,CC0-1.0,Anapa
40.0666,41.0113,120131122,0.1279,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.6887,44.8153,14721284,0.4560,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.1352,43.9089,32024814,0.0140,synthetic-blacksea-mix,CC0-1.0,offshore
37.3259,44.8287,126851138,0.0147,synthetic-blacksea-mix,CC0-1.0,Anapa
28.9812,44.4728,102600569,0.0334,synthetic-blacksea-mix,CC0-1.0,Constanta
37.4120,45.2068,20541128,0.1957,synthetic-blacksea-mix,CC0-1.0,Anapa
29.0457,44.4601,48528746,0.0725,synthetic-blacksea-mix,CC0-1.0,Constanta
37.9254,44.6766,60853263,0.2028,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.1037,40.6241,127796603,0.0076,synthetic-blacksea-mix,CC0-1.0,offshore
28.3572,44.4540,101905048,0.0686,synthetic-blacksea-mix,CC0-1.0,Constanta
40.1235,40.9213,79642296,0.1336,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.3598,43.3540,84895838,0.1909,synthetic-blacksea-mix,CC0-1.0,Sochi
27.4516,43.0543,120268065,0.0538,synthetic-blacksea-mix,CC0-1.0,offshore
27.1489,42.4034,110810493,0.0373,synthetic-blacksea-mix,CC0-1.0,Burgas
27.6785,42.5482,143809777,0.2337,synthetic-blacksea-mix,CC0-1.0,Burgas
37.4639,44.8166,98396257,0.0065,synthetic-blacksea-mix,CC0-1.0,Anapa
37.2603,44.7343,11188553,0.2436,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8779,40.9812,23677297,0.4692,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.3648,45.0927,109871319,0.4462,synthetic-blacksea-mix,CC0-1.0,Anapa
40.0241,43.9432,1387107,0.0732,synthetic-blacksea-mix,CC0-1.0,Sochi
37.4491,45.0592,16578029,0.4020,synthetic-blacksea-mix,CC0-1.0,Anapa
28.3176,44.3159,94606314,0.0806,synthetic-blacksea-mix,CC0-1.0,Constanta
39.2954,43.4594,121137042,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
39.6440,43.9194,55781297,0.1207,synthetic-blacksea-mix,CC0-1.0,Sochi
28.4908,44.1572,60835394,0.0472,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7748,43.4559,131020882,0.0118,synthetic-blacksea-mix,CC0-1.0,Sochi
28.8919,44.0046,81639937,0.1488,synthetic-blacksea-mix,CC0-1.0,Constanta
39.8285,41.0134,138206918,0.1489,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.3254,45.0999,49424690,0.5118,synthetic-blacksea-mix,CC0-1.0,Anapa
37.4630,45.3825,115666212,0.1290,synthetic-blacksea-mix,CC0-1.0,offshore
37.9482,44.6266,142455998,0.3395,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3011,44.8424,42972976,0.0088,synthetic-blacksea-mix,CC0-1.0,Anapa
27.4845,42.8870,93960379,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
39.8108,43.7633,63071434,0.0930,synthetic-blacksea-mix,CC0-1.0,Sochi
39.4708,43.4330,94149216,0.0928,synthetic-blacksea-mix,CC0-1.0,Sochi
32.9239,44.4602,79321030,0.0009,synthetic-blacksea-mix,CC0-1.0,offshore
37.1414,44.8938,109149176,0.4057,synthetic-blacksea-mix,CC0-1.0,Anapa
38.0124,45.2058,120177719,0.0486,synthetic-blacksea-mix,CC0-1.0,offshore
29.1192,44.0800,149881452,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
39.2840,43.4152,9227964,0.1051,synthetic-blacksea-mix,CC0-1.0,Sochi
37.5800,44.9173,33154322,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8041,41.0980,82717979,0.4997,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.4884,43.6511,67998763,0.0055,synthetic-blacksea-mix,CC0-1.0,Sochi
37.4340,44.9966,71058433,0.1969,synthetic-blacksea-mix,CC0-1.0,Anapa
27.4907,42.8695,133065728,0.0244,synthetic-blacksea-mix,CC0-1.0,Burgas
28.7783,43.9649,156148746,0.0478,synthetic-blacksea-mix,CC0-1.0,Constanta
40.0591,43.5375,39007871,0.0794,synthetic-blacksea-mix,CC0-1.0,Sochi
37.6527,44.8132,100721756,0.0332,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.4925,43.5405,67612628,0.0899,synthetic-blacksea-mix,CC0-1.0,Sochi
39.8341,43.8174,71022494,0.0364,synthetic-blacksea-mix,CC0-1.0,Sochi
40.1291,43.2881,147633278,0.0888,synthetic-blacksea-mix,CC0-1.0,offshore
36.9921,44.7537,157020324,0.1321,synthetic-blacksea-mix,CC0-1.0,Anapa
39.3646,40.8583,101596685,0.0322,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.9582,41.2157,128205170,0.0569,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.3259,41.2771,75011033,0.0220,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.8862,41.0204,53753216,0.4757,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.7543,43.6205,33092663,0.0062,synthetic-blacksea-mix,CC0-1.0,Sochi
37.6623,44.7535,81357110,0.2234,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.7975,44.9490,27590671,0.1503,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.8370,44.7783,69252324,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
39.3021,41.0221,32085119,0.0204,synthetic-blacksea-mix,CC0-1.0,Trabzon
39.5797,43.7763,105448125,0.1983,synthetic-blacksea-mix,CC0-1.0,Sochi
39.7212,40.7598,125132172,0.1319,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.9507,42.1797,12491599,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.5301,45.2504,117412094,0.1788,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8066,44.4003,27562759,0.0982,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
27.6313,42.6997,95792391,0.0562,synthetic-blacksea-mix,CC0-1.0,Burgas
32.7897,44.4734,13703274,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.6113,42.3215,21723866,0.2280,synthetic-blacksea-mix,CC0-1.0,Burgas
38.2252,44.5785,97943929,0.1275,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3755,44.7251,83532277,0.5787,synthetic-blacksea-mix,CC0-1.0,Anapa
32.9361,44.5917,131361817,0.0634,synthetic-blacksea-mix,CC0-1.0,offshore
39.7546,43.4557,117205275,0.5261,synthetic-blacksea-mix,CC0-1.0,Sochi
28.6095,44.5104,134643476,0.0158,synthetic-blacksea-mix,CC0-1.0,Constanta
28.3518,43.8935,55893245,0.0199,synthetic-blacksea-mix,CC0-1.0,Constanta
40.0475,40.5309,63248295,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.5534,42.7118,109609595,0.1726,synthetic-blacksea-mix,CC0-1.0,Burgas
37.7798,44.5970,63275963,0.0325,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.8895,43.4715,142805050,0.3863,synthetic-blacksea-mix,CC0-1.0,Sochi
40.2388,40.9176,76601070,0.0547,synthetic-blacksea-mix,CC0-1.0,offshore
37.9402,44.8265,143796218,0.4160,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
29.3832,44.3139,30888437,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
28.3079,43.6665,137916196,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
37.4574,44.9628,100532485,0.0196,synthetic-blacksea-mix,CC0-1.0,Anapa
39.6273,43.3996,39201788,0.1596,synthetic-blacksea-mix,CC0-1.0,Sochi
29.0340,44.2262,121621345,0.0000,synthetic-blacksea-mix,CC0-1.0,Constanta
39.7299,43.1942,29176564,0.0198,synthetic-blacksea-mix,CC0-1.0,Sochi
37.8645,44.8131,26920652,0.2722,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.5993,43.3543,76735415,0.1969,synthetic-blacksea-mix,CC0-1.0,Sochi
27.7222,42.6098,59753530,0.0613,synthetic-blacksea-mix,CC0-1.0,Burgas
34.7841,44.6217,111735743,0.1121,synthetic-blacksea-mix,CC0-1.0,offshore
39.6858,40.7732,98873823,0.0144,synthetic-blacksea-mix,CC0-1.0,Trabzon
32.8546,44.1853,142278442,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
38.0134,45.2397,19335640,0.0699,synthetic-blacksea-mix,CC0-1.0,offshore
40.2827,41.5105,1154434,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
27.6193,42.0528,63152938,0.0000,synthetic-blacksea-mix,CC0-1.0,Burgas
37.5154,44.9470,15172475,0.3437,synthetic-blacksea-mix,CC0-1.0,Anapa
37.8735,44.4525,76817454,0.2640,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
36.9638,44.7099,103180551,0.0000,synthetic-blacksea-mix,CC0-1.0,Anapa
36.9721,44.9854,36540138,0.0208,synthetic-blacksea-mix,CC0-1.0,Anapa
36.9027,44.7457,69289502,0.0186,synthetic-blacksea-mix,CC0-1.0,Anapa
37.7998,44.5679,136733766,0.1389,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
37.3971,44.6619,35006238,0.0658,synthetic-blacksea-mix,CC0-1.0,Anapa
39.6362,41.0539,16147265,0.4429,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.5440,44.4795,51399045,0.1749,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.7611,43.4149,59046780,0.2486,synthetic-blacksea-mix,CC0-1.0,Sochi
37.9062,44.7780,32496281,0.0599,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
40.0524,40.9344,116977815,0.2461,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.4047,41.9449,112922171,0.1081,synthetic-blacksea-mix,CC0-1.0,offshore
37.8964,44.6131,15762846,0.5411,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
28.6516,43.9758,91635640,0.0316,synthetic-blacksea-mix,CC0-1.0,Constanta
37.3289,44.9006,134255259,0.0566,synthetic-blacksea-mix,CC0-1.0,Anapa
27.8249,42.8194,104496249,0.0372,synthetic-blacksea-mix,CC0-1.0,Burgas
39.4072,40.9709,8023402,0.1183,synthetic-blacksea-mix,CC0-1.0,Trabzon
27.5702,42.3898,46001768,0.2513,synthetic-blacksea-mix,CC0-1.0,Burgas
39.3912,40.8384,153225939,0.1952,synthetic-blacksea-mix,CC0-1.0,Trabzon
37.0841,44.8312,1409603,0.0124,synthetic-blacksea-mix,CC0-1.0,Anapa
39.8066,43.5592,125353547,0.2397,synthetic-blacksea-mix,CC0-1.0,Sochi
37.4812,44.7087,51288264,0.3185,synthetic-blacksea-mix,CC0-1.0,Anapa
27.0525,42.3497,139420353,0.0086,synthetic-blacksea-mix,CC0-1.0,Burgas
28.6775,44.1073,41580062,0.2235,synthetic-blacksea-mix,CC0-1.0,Constanta
38.1308,44.5221,35386614,0.0007,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
39.4567,43.5023,91940807,0.0000,synthetic-blacksea-mix,CC0-1.0,Sochi
37.0040,45.0606,116040147,0.2432,synthetic-blacksea-mix,CC0-1.0,Anapa
27.9835,42.2072,43917238,0.0201,synthetic-blacksea-mix,CC0-1.0,offshore
37.8989,44.8361,107572889,0.3173,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
40.1542,40.4809,5604732,0.0000,synthetic-blacksea-mix,CC0-1.0,offshore
36.8346,44.6509,31294194,0.0451,synthetic-blacksea-mix,CC0-1.0,offshore
27.3814,42.3866,36987968,0.0199,synthetic-blacksea-mix,CC0-1.0,Burgas
37.6359,44.7995,146032339,0.2250,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
29.0799,44.1479,145275950,0.1187,synthetic-blacksea-mix,CC0-1.0,Constanta
37.7587,44.8867,81737020,0.4197,synthetic-blacksea-mix,CC0-1.0,Novorossiysk
29.6528,43.7898,34399896,0.0321,synthetic-blacksea-mix,CC0-1.0,offshore
39.1471,43.6127,54070373,0.0996,synthetic-blacksea-mix,CC0-1.0,offshore
